CLIENTNUM,Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Dependent_count,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Customer_Age,Months_on_book,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
721511883,0,0,2,2,4,0,3,6,2,2,0,1,2,0,2,4,4,10,8,0
779116158,0,0,6,1,4,0,1,5,2,1,1,1,6,7,2,3,4,11,6,2
720193533,0,1,6,1,2,0,3,4,1,3,0,1,6,8,2,4,3,6,6,2
753094533,0,1,5,1,3,0,3,3,3,3,2,2,3,0,1,1,4,8,6,0
719545983,0,0,4,3,5,0,2,5,3,3,0,0,1,0,4,4,4,11,7,0
716494383,0,0,2,3,1,0,3,3,2,2,1,2,4,7,2,2,4,9,6,2
769892058,0,1,5,2,3,0,3,4,2,2,0,1,6,5,3,0,4,7,3,2
709098108,0,0,2,1,5,0,4,4,2,2,0,1,2,0,2,4,4,10,7,0
715705683,0,0,2,2,4,0,1,4,3,2,3,1,2,8,2,4,4,7,8,4
715724808,0,1,3,1,3,0,3,5,2,3,1,2,6,5,2,4,4,11,8,2
717123858,0,0,2,1,1,0,1,5,1,3,0,1,4,3,2,4,4,6,9,3
716236683,0,0,3,1,4,0,1,4,2,2,0,1,2,3,2,2,4,7,9,4
771224358,0,0,6,1,4,0,4,3,1,3,3,2,2,0,2,4,4,9,6,0
779310033,1,0,1,1,4,0,4,3,2,3,0,0,4,0,2,0,2,0,0,0
710595783,0,0,2,3,5,0,3,4,1,2,0,2,6,5,2,4,4,9,8,2
711409833,0,0,5,1,4,0,5,3,1,3,0,1,2,7,2,4,4,7,8,3
721174008,0,1,5,1,0,0,2,4,3,3,0,0,6,5,2,0,4,9,6,2
714192933,1,0,2,2,4,0,3,3,3,5,3,1,2,0,2,0,2,3,0,0
709632483,0,0,3,2,4,0,2,3,2,2,1,2,0,7,2,1,4,11,6,4
718431258,0,1,3,2,2,0,4,4,3,3,0,1,4,3,2,4,4,8,5,4
817029108,0,0,4,2,1,0,4,4,6,3,0,1,6,3,2,4,4,7,8,2
796931508,1,1,3,3,2,0,4,4,3,4,0,1,2,0,2,4,3,4,3,0
769577358,0,0,2,2,4,0,0,4,2,3,0,0,2,4,2,4,4,11,5,4
815589558,0,1,4,1,3,0,2,6,3,2,1,2,2,3,0,4,4,7,6,6
714287583,1,0,6,1,4,0,3,3,2,3,0,1,0,0,2,0,2,2,0,0
718975083,1,0,2,2,4,0,4,6,4,3,0,2,2,0,2,1,2,3,1,0
715315008,0,1,4,2,1,0,4,6,3,2,0,1,4,3,2,4,4,7,6,3
779252283,0,0,3,1,4,0,4,6,3,0,0,1,2,5,0,4,4,11,8,7
714031083,1,0,2,3,5,0,3,3,2,1,0,1,6,0,4,0,2,2,1,0
772442883,1,0,2,1,5,0,4,2,3,5,2,2,4,7,2,4,2,2,4,2
714533058,0,0,0,1,4,0,3,4,2,3,2,2,0,7,2,2,4,11,8,4
716570958,1,1,4,0,2,0,3,3,2,3,1,1,1,0,4,4,2,2,0,1
710116833,1,0,3,2,1,0,1,5,3,3,3,1,2,0,2,4,3,2,0,0
718586133,0,0,2,1,4,0,3,6,1,3,0,1,2,0,2,4,4,11,7,0
773322558,0,0,3,1,4,0,2,6,1,1,3,3,2,3,2,1,4,7,2,5
714554808,0,0,2,1,4,0,1,3,3,0,2,2,2,2,2,4,4,11,6,4
717903108,0,0,0,2,5,0,1,6,1,1,3,2,4,0,2,4,4,7,1,2
815908908,1,0,5,2,5,0,4,3,4,3,0,2,6,6,2,4,3,4,6,3
771464808,0,0,2,2,4,0,2,6,3,3,0,0,2,2,2,4,4,7,9,4
708234558,0,0,0,0,4,0,2,5,2,1,3,2,2,2,2,4,4,8,4,4
715737258,0,0,0,1,4,0,1,6,3,3,0,1,2,0,2,4,4,11,6,0
710188308,0,0,2,2,4,0,3,6,2,3,2,2,2,1,0,4,4,8,6,6
708670608,0,0,5,1,5,0,5,4,2,3,0,1,6,5,2,4,4,11,7,3
714839808,0,0,2,1,4,0,3,6,1,1,2,1,2,1,2,4,4,6,7,4
811140933,0,0,3,1,4,0,2,4,1,2,0,1,2,4,2,4,4,6,6,5
788937933,0,0,2,0,4,0,3,3,1,1,0,0,6,2,2,0,4,10,8,2
721527858,1,0,3,1,4,0,3,3,5,1,2,2,2,3,0,4,2,3,0,7
718265658,0,0,5,2,4,0,4,3,1,2,0,1,2,3,2,4,4,10,9,6
714312708,0,1,3,2,2,0,0,6,3,2,0,1,6,6,2,4,4,7,6,3
715821183,0,0,0,1,5,0,4,3,3,2,0,0,6,0,3,2,4,7,6,0
709487058,0,0,6,1,4,3,2,6,2,3,2,1,1,1,4,4,4,5,8,2
712675158,0,1,2,2,2,0,1,5,3,2,3,1,6,3,2,5,4,8,6,2
826473858,0,1,0,2,1,0,1,6,1,2,0,2,4,3,2,4,4,5,7,3
817382958,0,0,3,2,4,0,3,5,1,3,0,1,2,0,2,2,4,11,8,0
712927383,1,0,5,2,4,0,2,3,3,3,2,1,0,7,2,0,2,4,0,3
712894308,0,1,3,1,3,0,4,5,3,3,0,1,4,0,2,4,4,8,7,0
712349808,0,0,0,2,5,0,4,4,1,2,0,1,1,7,4,4,4,9,7,2
778780008,0,1,6,1,2,0,4,4,3,3,0,1,2,1,0,2,4,7,4,6
711430908,1,0,2,1,4,0,4,3,2,1,0,1,0,0,2,4,2,0,0,0
779670783,0,1,6,2,3,0,3,6,2,2,0,0,1,0,4,4,4,7,2,0
718757808,0,0,5,3,1,0,1,4,3,3,3,2,4,1,2,1,4,7,4,3
779530908,1,0,6,0,4,0,3,5,2,4,0,1,0,0,2,1,2,5,6,0
716389833,0,0,6,2,4,0,1,4,1,2,1,2,2,8,2,1,4,8,6,3
718469658,0,0,5,1,5,0,2,4,3,3,0,0,6,8,3,1,4,11,7,2
809849358,1,0,2,0,4,0,2,2,6,3,3,3,2,0,2,4,3,0,1,0
719772258,0,1,6,2,3,0,3,5,1,3,0,1,4,7,2,4,4,10,7,2
809363958,0,0,3,1,1,0,3,5,1,2,1,2,4,0,2,2,4,7,6,0
709165533,0,1,1,3,0,0,3,6,2,2,0,2,6,1,2,4,4,8,8,2
809846283,0,0,6,1,4,0,1,3,3,0,0,1,0,0,2,4,4,9,7,0
708427908,0,0,0,3,4,0,4,6,3,1,2,2,2,2,2,4,4,11,6,5
721228308,1,0,3,1,4,0,2,5,3,3,0,2,4,0,2,4,2,2,1,0
713374533,0,0,6,2,1,0,1,4,2,2,2,2,2,8,2,2,4,11,6,4
708708858,1,0,2,2,4,0,1,1,3,4,1,1,2,0,2,4,3,3,1,2
721111233,0,1,2,1,3,0,2,6,3,3,2,2,7,7,4,4,4,11,7,2
708538608,0,0,0,1,5,0,4,6,4,3,1,1,4,0,2,2,4,10,6,0
718866633,0,1,0,1,3,0,2,5,4,2,0,1,5,0,1,4,4,6,4,0
719100633,0,1,3,2,0,3,2,3,4,2,0,1,5,2,1,4,4,8,7,1
789328083,1,0,3,1,4,0,4,6,3,3,0,1,4,0,2,4,3,2,4,0
822905058,0,0,2,1,4,0,2,6,3,2,0,0,2,3,2,4,4,11,7,5
816549933,0,1,3,0,3,0,4,4,2,2,1,2,2,8,2,4,4,11,7,4
716421633,1,0,2,1,4,0,3,4,2,4,0,1,4,0,2,4,3,3,0,0
712667958,0,1,5,2,0,0,4,4,3,2,0,1,6,5,2,4,4,7,8,3
809559933,1,0,2,1,5,0,3,3,5,3,0,2,4,7,2,4,2,2,1,2
819979458,0,0,1,1,4,0,3,5,2,2,0,1,4,4,2,4,4,8,7,3
708100533,0,0,0,2,4,0,3,3,3,3,3,1,2,5,0,4,4,11,6,7
778669608,0,0,6,1,1,0,4,6,3,2,1,1,2,0,2,5,4,9,6,0
802867683,0,0,3,2,1,0,2,5,2,3,2,3,2,7,2,2,4,9,2,4
711893358,0,1,3,1,1,0,5,6,2,1,0,1,2,1,2,3,4,7,7,4
785410158,0,0,3,1,4,0,3,4,3,3,1,2,2,0,2,4,4,7,8,0
718596858,0,0,2,0,1,0,4,5,3,1,2,2,4,5,2,4,4,9,4,6
708338958,0,0,2,2,4,0,1,5,1,1,3,1,4,3,2,2,4,8,7,4
714688833,0,0,3,3,4,0,2,4,2,2,0,1,4,0,2,4,4,12,7,0
789662283,1,0,3,1,4,0,3,3,3,4,1,1,2,0,2,4,3,4,0,0
712805658,0,0,5,2,4,0,3,4,3,2,3,2,2,0,2,2,4,8,6,0
815598858,0,1,2,1,1,0,3,5,1,1,0,2,2,4,2,1,4,8,7,6
779412783,0,0,3,2,4,0,1,4,3,3,3,1,2,5,0,4,4,10,9,7
780036483,0,1,2,2,4,0,1,4,5,2,0,1,2,3,0,4,4,7,5,7
711527508,1,0,3,1,1,0,3,2,3,2,0,1,6,0,4,0,2,0,0,0
720768258,0,0,2,2,4,0,3,5,2,1,2,1,4,5,2,1,4,7,6,6
716023533,0,0,4,2,5,0,1,6,3,2,1,2,4,5,2,4,4,10,8,5
714075708,0,1,5,0,3,1,4,4,3,1,0,2,5,2,1,2,4,7,6,1
787475433,0,0,1,2,5,0,2,5,2,3,0,0,6,7,2,4,4,7,2,2
787505133,1,1,0,1,0,0,3,2,2,3,0,0,7,3,4,4,3,4,0,2
712241433,0,0,3,2,4,0,0,4,2,1,0,1,0,8,0,2,4,11,6,5
807990108,0,1,5,0,0,0,1,3,2,3,0,2,7,0,4,4,3,6,3,0
719018208,1,0,1,1,5,0,0,6,4,3,2,2,6,0,3,4,2,0,7,0
716641983,0,0,0,2,5,0,4,5,3,3,3,1,6,7,3,4,4,11,7,2
708989358,0,0,6,1,4,0,2,3,3,1,0,0,2,3,0,3,4,10,7,6
708807483,0,0,2,1,1,0,3,5,2,3,2,2,6,1,3,4,4,8,6,2
715774833,0,0,1,3,4,0,2,4,1,2,0,1,2,7,2,2,4,8,6,4
714733908,0,1,3,1,2,0,2,6,6,3,2,1,6,8,3,4,4,8,9,2
721067658,0,1,2,1,2,3,4,6,1,3,0,1,3,7,1,4,4,10,7,1
788997408,0,0,1,2,4,0,2,6,3,2,3,3,2,4,0,1,4,7,4,7
719835033,0,1,0,1,3,0,4,5,3,2,0,1,1,0,4,4,4,7,8,1
771854808,0,1,2,1,2,0,4,6,2,3,0,1,2,4,2,1,4,7,5,5
717299958,0,1,2,2,3,0,3,3,2,0,1,2,2,3,2,4,4,7,7,4
720778458,0,1,6,1,2,0,3,6,3,3,1,1,6,3,2,4,4,12,3,2
713019783,0,0,3,1,1,0,3,3,3,3,0,1,2,4,2,4,4,8,7,5
770968383,1,1,2,1,3,3,4,3,2,3,0,1,5,7,1,2,2,4,6,1
709747308,0,1,2,1,2,0,5,4,4,3,0,1,4,2,2,0,4,6,3,2
801366783,0,0,0,2,4,0,1,3,3,2,2,2,4,4,2,2,4,10,8,3
798786333,0,0,2,1,4,0,2,6,4,2,0,2,0,0,2,4,3,7,7,3
771723408,1,0,6,2,4,0,2,3,2,4,0,0,2,0,2,4,3,5,4,0
715117008,0,1,5,1,1,0,5,4,2,3,0,1,0,0,2,4,4,11,6,0
713944833,0,1,5,2,2,0,5,3,3,2,0,1,3,7,1,1,4,9,0,1
713569158,1,0,3,2,1,0,3,1,3,2,0,1,2,3,0,2,2,3,4,7
713037333,0,1,2,2,3,0,1,6,1,2,3,3,1,0,4,1,4,5,6,0
718267233,0,1,2,1,0,3,1,4,3,3,1,2,5,4,1,2,4,7,9,2
709736658,0,1,5,1,1,0,4,6,3,2,0,1,0,7,2,4,4,11,6,4
710929233,0,0,1,2,4,0,2,5,2,3,0,1,2,3,2,2,4,11,6,4
714290583,0,1,4,1,2,0,4,3,2,2,0,1,4,2,2,4,4,11,7,3
717972408,0,1,5,1,3,0,2,6,3,3,0,1,2,5,2,4,4,9,2,6
718626033,1,1,3,1,2,0,3,2,3,2,0,2,7,0,4,4,3,4,2,0
720008133,0,0,2,3,5,0,4,4,1,3,0,1,4,7,2,2,4,11,6,2
710476908,0,0,2,1,5,0,3,3,3,3,0,1,7,8,3,4,4,9,8,2
709888383,0,0,2,1,4,0,3,3,1,2,0,1,4,5,2,4,4,11,8,6
788864508,0,0,6,2,4,0,3,4,2,2,2,1,2,7,2,4,4,10,8,4
714010383,1,0,5,2,5,0,5,5,4,5,0,2,4,0,2,1,2,3,0,0
719549508,0,0,2,2,4,0,4,4,2,2,1,2,2,3,2,4,4,8,5,4
718670808,0,0,0,1,4,0,0,6,1,0,3,3,0,0,2,4,4,10,6,0
718211208,0,1,3,1,0,0,3,6,3,2,0,1,4,3,2,2,4,7,2,4
712578933,1,0,3,1,1,0,5,3,2,6,0,0,0,0,2,4,2,3,2,0
709343433,0,0,2,2,4,0,2,5,3,3,0,1,2,4,2,4,4,8,6,6
767488908,0,1,6,1,3,0,4,4,2,3,0,1,4,0,2,4,4,8,7,0
719531133,0,0,6,3,1,0,4,4,2,3,0,2,2,0,2,4,4,10,8,0
719006508,0,1,2,1,2,0,2,5,1,3,0,1,2,4,2,2,4,7,3,5
721287183,0,0,5,1,4,0,2,5,2,3,1,1,2,0,2,4,4,11,6,0
711144183,1,0,2,1,5,0,3,1,3,1,3,2,4,4,2,2,3,0,1,5
709080783,0,0,2,2,4,0,1,4,1,3,3,2,2,0,2,4,4,9,4,0
710520408,0,0,3,2,5,0,4,5,3,3,2,1,6,1,3,4,4,11,7,2
785262333,1,1,5,3,1,0,5,5,4,3,0,2,6,4,2,4,2,3,8,2
716513358,0,0,2,0,5,0,2,5,3,3,2,1,2,4,0,3,4,11,6,7
719073483,1,1,5,1,3,0,3,3,3,3,0,2,7,0,4,2,3,3,0,0
715372083,0,0,2,2,4,0,1,3,3,3,0,1,2,0,2,4,4,11,5,0
780034083,0,0,3,1,1,0,3,3,2,2,0,2,2,0,2,4,4,11,6,0
794581533,0,1,0,2,2,0,2,4,3,3,2,1,2,2,2,4,4,11,7,4
710013258,0,0,3,2,4,0,3,3,2,2,0,1,2,7,2,4,4,7,6,3
719084358,1,0,2,1,4,0,1,6,4,3,3,2,4,0,2,4,2,0,4,0
789173958,0,0,2,1,4,0,2,4,1,2,0,1,0,7,2,4,4,9,4,4
789575583,0,0,5,3,5,0,2,5,1,0,0,1,6,2,2,4,4,6,8,2
712434708,1,0,3,1,4,0,3,5,3,2,2,2,4,6,2,4,3,3,2,6
808675083,0,1,2,2,5,0,1,5,3,2,3,3,4,3,2,5,4,9,8,3
710864358,0,0,1,1,5,0,2,6,6,2,2,2,6,0,2,3,4,10,6,0
712574583,0,0,2,2,5,0,1,6,1,3,0,0,6,2,2,4,4,7,4,2
708412758,1,0,2,2,4,0,3,5,2,3,0,1,2,0,2,4,2,3,0,0
714389058,0,0,6,1,1,0,3,3,3,2,0,1,6,0,2,4,4,11,7,0
715767033,0,0,0,2,5,0,3,5,1,3,3,1,0,0,2,4,4,11,4,0
779281233,0,0,2,2,5,0,3,4,3,3,0,1,2,3,2,3,4,10,6,5
717147708,0,1,5,0,2,0,2,6,3,2,0,1,4,1,2,4,4,10,8,3
715029333,0,0,6,0,4,0,2,4,2,3,2,1,2,0,2,4,4,8,7,0
806989008,0,0,3,2,5,0,0,4,1,2,0,0,1,1,4,4,4,11,6,2
713158083,1,1,3,2,0,0,2,2,4,4,3,2,6,0,3,2,2,2,8,0
771037008,0,1,5,1,3,0,1,3,1,2,0,1,1,0,4,4,4,9,8,0
710587458,0,1,3,3,3,0,2,4,3,2,0,0,7,3,4,3,4,9,9,2
710563458,0,0,2,0,5,0,1,5,3,3,0,1,7,7,4,4,4,10,6,2
720010608,1,1,6,2,1,0,2,6,2,4,0,0,7,0,4,2,2,3,3,0
710343783,0,0,6,1,4,0,5,6,1,2,0,1,2,0,2,2,4,7,9,0
772578858,0,0,6,1,4,0,1,3,4,2,1,2,4,5,2,4,4,7,6,6
708559533,0,1,5,1,3,0,1,6,3,2,0,1,2,7,2,4,4,11,7,3
711939558,1,0,6,2,4,0,2,3,2,3,0,1,2,0,2,3,3,2,0,0
772143333,0,0,3,2,4,0,2,6,3,3,0,1,2,3,2,3,4,10,8,5
711067383,0,1,6,2,0,0,1,6,2,3,2,2,7,0,4,4,4,8,5,0
817041408,0,0,3,1,5,0,3,3,2,3,3,2,4,3,2,4,4,11,6,3
771942333,0,1,0,2,4,0,1,5,2,2,3,3,6,2,2,2,4,6,6,2
755247108,0,0,1,2,4,0,2,4,1,0,1,2,4,0,2,3,4,11,7,0
715710708,0,1,6,1,2,0,2,6,3,2,1,1,1,7,4,4,4,9,2,1
713858733,0,0,4,1,1,0,0,4,3,2,3,3,2,5,0,2,4,8,6,7
717129333,0,0,2,1,1,0,2,3,1,2,0,0,0,0,2,4,4,8,7,0
716924958,1,0,2,2,4,0,2,3,0,3,3,3,6,4,2,4,2,4,7,2
719614758,0,0,2,2,1,0,4,3,2,2,0,1,2,5,2,4,4,8,9,6
721537683,0,0,4,1,5,0,3,3,3,3,1,2,6,2,2,2,4,7,7,2
771500358,0,0,5,0,4,0,2,5,3,1,0,1,4,2,2,4,4,11,7,2
711531858,1,0,6,1,4,0,4,3,3,3,0,2,2,1,2,0,2,0,0,4
715060158,0,0,2,2,4,0,4,5,2,2,0,1,2,1,2,1,4,9,4,6
779725833,0,1,2,2,2,0,2,4,3,2,0,1,7,4,4,4,4,8,6,2
716592558,0,0,3,2,4,0,1,3,3,3,2,1,2,8,2,4,4,7,6,4
771020133,0,0,5,2,4,0,5,3,3,0,0,1,4,4,2,4,4,10,7,4
709153008,0,1,3,1,1,0,3,3,3,3,0,1,2,5,0,4,4,9,6,7
713394858,0,1,4,1,1,0,2,4,2,2,0,1,4,0,2,2,4,5,4,0
721175283,0,0,2,1,4,0,1,3,1,1,3,1,2,2,2,4,4,5,6,4
715503558,0,0,3,1,4,0,3,6,2,3,3,1,4,5,2,4,4,7,1,5
819943458,1,1,2,2,0,0,3,6,4,3,3,3,5,8,1,4,2,0,3,1
717094758,0,0,4,1,5,0,4,5,3,1,0,1,6,0,4,4,4,11,7,0
772073508,1,0,0,2,4,0,1,5,3,6,2,2,2,0,2,4,3,3,0,0
721351983,1,0,5,1,4,0,4,5,3,3,0,1,4,6,2,2,2,3,4,6
714477408,1,0,3,1,4,0,3,3,3,3,0,1,4,2,2,1,2,2,0,3
718471758,0,1,1,2,2,3,4,5,2,2,1,1,3,5,1,4,3,7,6,2
711607833,0,1,3,1,2,0,5,5,2,1,0,1,4,5,0,4,4,12,7,7
708621408,0,0,6,2,4,0,1,3,2,1,0,1,0,0,2,4,4,11,5,0
719277033,0,1,3,2,1,0,3,5,3,1,0,1,6,7,3,2,4,6,6,2
813905508,0,0,5,2,4,0,3,4,3,3,3,3,2,1,2,2,4,8,6,4
719761458,0,1,4,2,2,0,4,3,2,1,3,1,4,3,2,4,4,6,6,3
708222558,0,0,4,1,4,0,2,6,2,3,0,1,2,3,2,4,4,9,7,5
713937558,0,0,3,1,1,0,2,3,3,3,3,1,4,0,2,4,4,8,7,0
709603608,0,1,5,1,2,0,3,6,1,1,0,0,2,3,2,4,4,7,5,5
804661083,0,1,2,2,3,0,0,3,2,2,1,2,2,3,2,4,4,9,6,5
720977358,0,0,6,2,4,0,2,3,2,2,1,1,2,3,2,1,4,9,8,5
718420308,0,0,3,1,4,0,2,3,1,3,1,1,4,3,2,4,4,8,7,4
714046608,0,1,1,1,2,0,0,5,6,3,1,2,1,2,4,2,4,8,6,2
718048608,0,0,2,1,5,0,3,5,3,0,0,1,1,2,4,4,4,8,7,2
718497033,0,1,3,1,0,0,1,5,3,3,2,1,3,0,1,4,4,4,7,0
711801933,1,0,3,2,1,0,4,3,3,4,3,1,0,0,2,3,2,3,6,0
716282208,1,0,4,1,4,0,2,3,6,3,3,3,2,0,2,0,2,0,0,0
789076083,0,0,3,2,4,0,3,6,3,2,1,2,2,3,2,4,4,11,5,4
714045783,1,0,2,1,1,0,2,2,2,6,0,1,2,4,2,1,2,3,0,6
769720683,0,0,2,1,5,0,1,5,2,2,1,2,6,4,2,4,4,5,7,3
721092783,0,1,2,1,3,0,3,6,3,1,0,1,1,1,4,2,4,7,4,2
720243933,1,1,5,1,2,0,2,1,3,6,0,1,2,0,2,3,3,4,4,0
818502708,0,0,5,2,1,0,1,5,3,2,2,2,2,3,2,4,4,11,7,6
712942308,0,1,1,2,2,0,3,6,1,3,0,1,7,3,4,4,4,7,6,2
714262533,0,0,6,1,5,0,0,3,4,2,0,1,4,2,2,4,4,9,7,3
714708183,0,1,3,2,2,3,2,4,3,3,3,3,3,0,1,2,4,8,4,0
718285308,0,0,6,2,4,0,1,6,3,1,0,1,0,0,2,2,4,5,7,0
720595083,0,0,6,1,4,0,3,4,2,3,0,1,2,1,0,2,4,7,9,6
787501758,0,0,3,2,4,0,3,5,2,1,2,2,4,1,2,2,4,7,3,2
714990633,0,1,2,2,3,0,4,5,3,2,3,1,2,3,0,2,4,11,7,7
714652383,0,0,2,1,4,0,4,5,3,2,2,1,2,0,2,4,4,8,9,0
788776008,0,1,0,1,3,0,3,6,3,1,0,0,4,1,2,4,4,11,8,2
709176108,0,0,4,3,4,0,4,5,3,3,3,3,4,7,2,4,4,10,5,2
719354433,0,1,0,2,3,3,1,6,3,3,0,1,5,3,1,4,4,9,4,1
709368483,0,1,2,1,1,0,2,5,2,1,3,2,0,0,2,4,4,9,3,0
717621333,0,0,6,0,4,0,3,5,2,1,0,1,2,4,2,4,4,9,8,5
716272158,1,0,0,1,1,0,3,5,3,4,0,0,4,6,2,4,3,5,1,4
803355408,0,1,6,1,2,0,2,5,3,1,1,2,2,3,2,4,4,9,6,6
717073308,0,0,0,1,4,0,3,5,6,2,0,1,2,7,2,4,4,9,7,2
789105183,0,1,4,2,3,3,3,3,1,2,3,2,5,5,1,1,4,11,7,2
721305408,0,0,2,1,4,0,2,4,2,1,0,1,4,0,2,2,4,10,8,0
715739733,0,1,3,2,1,0,1,4,1,2,0,0,2,1,2,4,4,11,7,5
779217333,0,0,2,0,4,0,0,6,2,3,3,3,2,3,2,4,4,8,9,5
712133508,0,0,0,2,1,0,3,5,0,2,0,0,2,3,2,4,4,8,4,4
714602658,1,0,2,1,4,0,1,1,2,3,0,1,2,0,2,0,2,0,0,0
712446783,1,0,2,1,4,0,4,5,3,4,1,1,4,3,2,4,2,2,0,3
720049083,1,0,6,0,5,0,1,5,3,3,0,0,0,0,2,4,2,3,3,0
824172258,0,0,6,0,4,0,2,3,1,2,0,1,4,3,2,4,4,9,7,3
717695058,0,0,3,1,5,0,5,3,1,3,0,1,4,0,2,4,4,9,8,0
719782458,0,0,2,1,1,0,1,3,3,3,1,2,6,5,2,4,4,9,8,2
718141983,0,1,3,2,3,0,0,6,3,1,1,2,2,2,2,4,4,11,6,5
718853358,0,0,2,2,4,0,3,5,1,2,0,1,4,6,2,1,4,11,3,6
772539558,0,0,0,2,4,0,0,3,3,0,3,3,2,0,2,2,4,7,3,0
817094283,0,0,2,1,4,0,5,5,3,3,0,0,6,7,3,4,4,9,6,2
716932308,0,0,0,1,5,0,2,5,1,3,0,1,4,7,2,4,4,10,7,2
714738858,0,0,2,3,4,0,1,6,1,3,2,1,4,3,2,4,4,10,8,4
772409733,0,0,3,0,1,0,3,4,1,3,0,1,4,5,2,4,4,11,6,5
717534108,0,0,3,0,1,0,3,3,1,3,0,2,2,2,2,4,4,10,8,4
816378033,1,1,5,2,3,1,4,6,3,2,0,2,5,8,1,2,2,3,6,1
790141308,0,1,0,1,3,0,2,5,3,1,0,1,6,0,3,4,4,10,7,0
710770383,0,0,2,1,1,0,2,4,3,1,2,1,0,7,2,2,4,12,7,3
711351108,0,0,3,3,4,0,3,3,3,2,0,1,2,4,2,4,4,6,6,5
713744058,0,0,3,1,4,0,3,6,2,3,0,1,2,3,2,5,4,9,7,5
708998583,0,0,4,1,4,0,4,6,2,2,0,2,2,0,2,1,4,11,6,0
827451333,1,0,5,1,4,0,2,3,6,3,3,3,2,0,2,3,3,0,1,0
714228558,0,1,3,2,3,0,3,5,3,3,0,1,4,0,2,4,4,11,8,0
797668983,0,0,2,1,4,0,4,6,2,1,0,1,0,0,2,4,4,7,4,0
713023158,0,0,0,1,1,0,2,3,1,2,0,1,4,5,2,4,4,9,6,6
709982658,0,0,0,1,4,0,2,4,2,3,0,1,7,5,3,2,4,9,5,2
715398858,0,0,4,1,4,0,3,4,3,2,3,1,2,1,2,4,4,9,8,4
715615233,0,0,3,0,4,0,1,5,3,3,3,3,2,4,2,4,4,11,8,5
710650608,0,1,2,1,3,0,2,4,3,2,2,1,1,3,4,3,4,11,7,2
803214108,0,0,3,2,5,0,0,6,1,1,0,1,2,4,0,4,4,7,8,7
717202083,1,1,6,2,3,0,2,2,3,3,0,1,6,0,3,4,3,2,2,0
719051733,0,1,0,2,2,0,0,4,2,1,3,3,2,7,2,4,4,6,8,3
789900633,0,0,3,1,1,0,2,5,3,2,1,2,4,3,2,2,4,7,6,4
789122808,1,0,0,1,1,0,4,5,2,3,0,1,4,0,2,4,3,3,0,0
709902108,0,1,3,1,3,0,2,4,3,2,2,2,6,7,3,4,4,7,8,2
713666058,0,0,0,0,1,0,5,6,1,3,0,2,4,4,2,4,4,9,4,4
711453783,0,0,6,2,4,0,3,4,2,3,0,1,2,3,2,2,4,8,6,6
778936008,0,0,3,1,5,0,4,3,1,3,0,1,6,0,2,4,4,11,7,0
708085458,0,0,5,2,4,0,2,6,2,2,0,0,0,0,2,4,4,11,8,0
749067633,0,0,6,1,4,0,2,3,2,3,0,2,4,0,2,4,4,9,2,0
716170308,0,0,2,0,5,0,0,5,1,0,0,1,1,5,4,4,4,11,6,2
711507783,1,0,1,2,4,0,2,3,4,3,3,2,2,0,2,0,2,2,2,0
819752133,0,1,3,0,3,0,2,6,2,2,0,1,2,8,2,4,4,8,8,4
711061908,0,0,2,1,4,0,1,6,2,3,0,2,2,7,2,4,4,4,7,4
744231708,0,0,2,1,4,0,2,3,3,3,0,2,2,7,2,4,4,7,8,4
716856408,1,0,2,2,4,0,4,5,2,4,0,1,0,0,2,4,2,3,0,0
711780108,0,0,1,0,4,0,4,4,3,2,0,2,4,3,2,0,4,10,4,3
715178733,0,0,6,2,4,0,2,5,3,1,0,2,2,3,2,3,4,9,6,5
721418133,0,0,2,2,4,0,3,6,2,3,0,1,2,7,2,4,4,11,6,4
720124758,1,1,5,1,3,0,3,5,4,3,1,2,2,0,2,3,2,3,4,2
809068983,0,0,2,1,4,0,2,3,1,3,0,1,4,0,2,4,4,11,6,0
711052308,0,1,4,0,2,0,3,6,3,3,0,1,2,5,0,4,4,8,8,7
718967433,0,0,3,0,4,0,2,3,6,3,0,1,2,0,2,4,4,10,7,0
709827933,0,1,2,1,3,0,2,3,3,2,0,1,1,1,4,2,4,9,2,2
787568433,0,1,2,2,2,0,3,3,1,3,0,1,6,7,2,4,4,10,7,2
720256158,0,0,3,1,5,0,2,5,1,3,0,2,2,0,2,4,4,8,2,0
715435758,0,1,2,2,3,0,2,3,1,3,0,1,4,1,2,4,4,9,8,3
719505483,0,0,5,1,5,0,0,6,3,2,2,1,6,0,2,4,4,11,7,0
721247883,0,1,0,1,3,0,2,4,2,3,2,2,1,7,4,3,4,11,8,2
772220433,0,1,0,3,2,0,3,6,3,2,0,1,1,1,4,4,4,10,7,2
789692283,0,0,0,2,4,0,5,4,3,2,0,1,6,0,2,0,4,7,7,0
815091333,0,0,6,1,4,0,3,3,1,2,0,2,4,5,2,4,4,9,9,5
778732158,0,0,5,3,5,0,3,4,1,3,1,1,2,0,2,3,4,11,6,0
715129233,0,0,3,2,4,0,4,6,3,3,2,1,4,3,2,2,4,8,2,4
