Attrition_Flag,Gender,Dependent_count,Marital_Status,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,bin_Credit_Limit,bin_Total_Revolving_Bal,bin_Total_Trans_Ct,bin_Total_Ct_Chng_Q4_Q1,bin_Avg_Utilization_Ratio,Education_Level_0,Education_Level_1,Education_Level_2,Education_Level_3,Education_Level_4,Education_Level_5,Education_Level_6,Income_Category_0,Income_Category_1,Income_Category_2,Income_Category_3,Income_Category_4,Income_Category_5,Card_Category_0,Card_Category_1,Card_Category_2,Card_Category_3
1,0,2,1,1,3,1,1438.3,458,42,0.312,0.318,0,0,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,0,4,1,3,3,3,1438.3,0,38,0.407,0.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,2,1,3,2,1,1773.0,0,30,0.111,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,1,3,2,4,1,2,4555.0,0,66,1.2,0.0,4,0,7,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,1,4,2,4,2,3,30666.0,1046,66,0.886,0.034,3,8,7,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,2,2,4,2,2,1575.0,0,77,0.974,0.0,2,0,9,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,2,4,3,3,1891.0,922,69,0.533,0.488,2,7,7,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,4,1,4,2,2,16634.0,1946,72,1.0,0.117,1,4,8,8,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,1,1,6,1,2,7985.0,0,72,0.674,0.0,6,0,8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,3,3,1,3,3304.0,1370,70,0.667,0.415,4,2,7,6,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,3,1,5,2,2,6247.0,1508,68,0.447,0.241,6,3,7,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,3,1,6,2,4,3645.0,2517,74,0.644,0.691,4,6,8,5,5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,1,0,2,3,3,3,21329.0,2119,75,1.027,0.099,1,5,8,9,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,3,1,4,1,4,7234.0,2000,83,0.596,0.276,6,5,11,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,2,2,4,2,3,2262.0,0,83,0.627,0.0,2,0,11,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,4,3,5,3,0,1438.3,860,82,0.864,0.598,0,7,11,8,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,4,1,5,2,3,4187.0,2199,81,0.884,0.525,4,5,10,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,2,1,1,2,4,16362.0,2268,37,0.85,0.139,1,5,0,7,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,2,6,2,2,34516.0,0,70,0.628,0.0,5,0,7,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,4,1,4,2,2,2748.0,878,67,0.558,0.32,2,7,7,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,3,1,3,2,3,5242.0,470,77,0.604,0.09,6,0,9,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,1,5,1,4,3,0,21585.0,986,70,0.75,0.046,1,8,7,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,1,4,2,2,2488.0,0,73,0.521,0.0,2,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,3,2,6,1,3,9966.0,0,60,1.069,0.0,7,0,5,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,2,2,4,2,4,27804.0,0,57,0.966,0.0,3,0,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,5,1,3,1,3,15626.0,1148,65,0.711,0.073,1,1,7,6,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1,5,2,3,4,4,18800.0,2517,23,0.211,0.134,1,6,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,4,2,5,1,3,1963.0,1516,75,0.744,0.772,2,3,8,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,3,1,1,3,4,4579.0,1506,44,0.375,0.329,4,3,3,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,1,2,4,3,3,25824.0,1170,73,0.78,0.045,3,1,8,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,4,3,3,2,2,3429.0,1268,64,1.783,0.37,4,1,6,9,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,1,2,3,2,2,15809.0,0,48,0.412,0.0,1,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,0,2,2,6,1,3,2493.0,831,68,0.581,0.333,2,7,7,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,1,2,1,4,3,3,6593.0,0,69,0.769,0.0,6,0,7,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,3,2,6,3,2,1625.0,0,43,0.433,0.0,2,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,2,2,2,3,2,2121.0,0,32,0.778,0.0,2,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,2,1,3,3,3,4757.0,1978,71,0.775,0.416,4,5,7,7,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,3,2,5,3,4,8668.0,0,38,0.31,0.0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,2,1,6,3,4,21869.0,950,71,0.775,0.043,1,7,7,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,4,3,5,4,2,2480.0,1890,66,0.737,0.762,2,4,7,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,3,2,3,4,2,8190.0,1716,84,0.787,0.21,6,3,11,7,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,2,1,5,2,4,1850.0,942,78,0.625,0.509,2,7,9,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,0,5,3,3,2483.0,2049,74,0.51,0.825,2,5,8,2,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,4,1,6,3,2,2925.0,1447,77,0.604,0.495,4,3,9,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,3,1,3,4,2,7066.0,0,38,0.31,0.0,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,4,1,5,1,2,2514.0,2251,65,0.625,0.895,2,5,7,4,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,1,4,1,3,3640.0,659,70,0.842,0.181,4,7,7,7,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,0,2,1,3,2,3,5527.0,1120,37,0.48,0.203,6,8,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,2,1,6,1,3,31625.0,0,77,0.674,0.0,3,0,9,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,2,2,6,3,4,32409.0,0,66,0.571,0.0,3,0,7,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,2,2,6,2,2,9827.0,600,63,0.537,0.061,7,7,6,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,1,1,4,1,3,2623.0,1714,76,0.81,0.653,2,3,9,7,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,2,3,6,2,3,2993.0,2249,81,0.528,0.751,4,5,10,2,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,2,2,3,2,2,12944.0,1399,84,0.68,0.108,1,2,11,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,2,1,5,1,4,6401.0,1471,63,0.703,0.23,6,3,6,6,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,3,0,4,1,0,5506.0,2129,62,0.55,0.387,6,5,6,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,2,3,3,1,34516.0,0,38,0.9,0.0,5,0,2,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,4,2,3,1,1,17673.0,1783,59,1.36,0.101,1,4,5,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,3,2,5,3,4,2656.0,1166,80,0.818,0.439,2,1,10,7,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,1,2,3,3,1,1,6118.0,1092,81,0.62,0.178,6,8,10,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,0,3,1,1,17437.0,2225,51,0.594,0.128,1,5,4,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,1,2,2,3,1461.0,0,40,0.379,0.0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,4,0,5,3,2,1965.0,1525,69,0.816,0.776,2,3,7,7,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,1,3,2,3,2,4,30899.0,0,20,0.333,0.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,1,3,1,3,2,1,8876.0,1132,78,0.814,0.128,6,1,9,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,4,1,3,1,3,2440.0,1501,88,0.66,0.615,2,3,11,6,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,1,1,5,3,4,1652.0,1318,69,0.533,0.798,2,2,7,2,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,4,1,3,2,3,15535.0,1302,66,0.61,0.084,1,2,7,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,3,3,2,4,4,13354.0,0,28,0.077,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,1,1,2,6,2,4,26723.0,0,43,0.593,0.0,3,0,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,2,0,5,1,4,3949.0,2024,64,0.882,0.513,4,5,6,8,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,4,1,3,2,2,5937.0,2120,70,0.75,0.357,6,5,7,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,4,2,3,2,4,18806.0,1192,62,0.824,0.063,1,1,6,7,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,3,2,3,2,6,3512.0,2517,48,0.548,0.717,4,6,4,3,6,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,3,1,4,3,0,1975.0,1264,63,0.8,0.64,2,1,6,7,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,4,1,5,2,3,2888.0,821,77,1.026,0.284,4,7,9,9,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,4,2,2,2,3,2263.0,0,33,0.375,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,3,3,3,4,26792.0,1671,66,0.571,0.062,3,3,7,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,4,1,4,1,3,9375.0,1625,51,0.5,0.173,7,3,4,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,2,0,3,1,4,2806.0,2514,35,0.4,0.896,4,6,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,2,0,4,2,2,1478.0,524,46,0.643,0.355,2,0,3,5,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,3,2,6,2,2,6836.0,1607,74,0.542,0.235,6,3,8,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,1,4,0,6,1,3,8757.0,0,47,0.516,0.0,6,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,1,3,1,6,3,2,10529.0,0,87,0.851,0.0,7,0,11,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0,2,6,1,4,2122.0,975,85,0.667,0.459,2,7,11,6,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,3,1,5,2,1,2883.0,1732,85,0.635,0.601,4,3,11,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,2,2,4,3,2339.0,0,45,0.607,0.0,2,0,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,3,3,6,3,1,5225.0,2290,69,0.683,0.438,6,5,7,6,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,2,1,5,2,4,2582.0,1399,42,0.909,0.542,2,2,3,8,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,2,6,2,1,11524.0,0,72,0.532,0.0,7,0,8,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,4,2,3,3,4,13039.0,1840,69,0.5,0.141,1,4,7,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,4,2,5,3,3,2509.0,0,41,0.367,0.0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,2,5,2,2,1456.0,867,69,0.725,0.595,2,7,7,6,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,2,2,5,1,2,5612.0,1884,83,0.886,0.336,6,4,11,8,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,0,3,1,6,1,3,3025.0,1912,78,0.773,0.632,4,4,9,7,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,5,2,3,2,4,4205.0,2517,69,0.725,0.599,4,6,7,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,2,6,2,3,3515.0,2517,72,0.8,0.716,4,6,8,7,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,2,2,6,3,2,26174.0,1864,65,0.667,0.071,3,4,7,6,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,4,1,5,3,2,1602.0,1044,85,0.635,0.652,2,8,11,5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,4,1,4,1,3,29939.0,0,63,0.658,0.0,3,0,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,2,1,3,1,3,2115.0,1598,68,0.545,0.756,2,3,7,3,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,3,1,2,2,3,5298.0,0,37,0.542,0.0,6,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,3,2,4,3,1,2433.0,1947,88,0.76,0.8,2,4,11,7,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,0,5,2,2,1443.0,0,59,0.735,0.0,2,0,5,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,1,2,4,1,4,9758.0,1792,60,0.765,0.184,7,4,5,7,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,3,1,6,3,0,4562.0,2258,55,0.833,0.495,4,5,5,7,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,2,3,3,2,1438.3,0,61,0.649,0.0,0,0,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0,3,2,4,2,4,4210.0,1597,72,0.674,0.379,4,3,8,6,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,3,2,3,0,3,1438.3,0,38,0.267,0.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,4,1,4,2,4,24931.0,1353,79,0.646,0.054,3,2,10,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,4,1,3,1,3,8854.0,2382,81,0.929,0.269,6,5,10,8,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,3,1,1,2230.0,1716,75,0.5,0.77,2,3,8,2,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,4,1,5,1,2,28327.0,582,52,0.733,0.021,3,7,4,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,2,2,5,3,4,2500.0,1298,72,0.565,0.519,2,2,8,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,3,2,4,1,3,9246.0,0,91,0.569,0.0,7,0,11,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,3,1,5,3,3,11155.0,1583,60,0.765,0.142,7,3,5,7,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,3,2,4,2,3,11926.0,1766,84,0.75,0.148,7,4,11,6,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,1,3,2,6,3,3,5501.0,0,51,0.821,0.0,6,0,4,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,4,2,3,2,1,2110.0,844,77,0.604,0.4,2,7,9,4,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,4,1,5,3,2,12994.0,904,74,0.85,0.07,1,7,8,7,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,2,1,3,1,2,29551.0,2095,63,0.853,0.071,3,5,6,7,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1,1,2,2,2,2,2,5054.0,2517,39,0.393,0.498,4,6,2,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,2,3,6,2,3,3136.0,2253,67,0.763,0.718,4,5,7,7,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,2,3,3,3,4,6109.0,1549,69,0.865,0.254,6,3,7,8,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,2,1,4,3,1,3989.0,2514,82,0.519,0.63,4,6,11,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,3,3,1,3,3315.0,1243,65,0.548,0.375,4,1,7,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,2,1,5,4,2,34516.0,1938,46,0.438,0.056,5,4,3,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2,1,3,2,2,1794.0,1019,63,0.658,0.568,2,8,6,6,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,3,1,4,3,4,5993.0,1582,64,0.684,0.264,6,3,6,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,3,0,3,2,1,8320.0,0,82,0.491,0.0,6,0,11,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,2,2,3,4,1930.0,0,45,0.25,0.0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,2,5,3,0,2329.0,1465,86,0.72,0.629,2,3,11,6,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,1,2,3,3,0,1438.3,756,73,0.622,0.526,0,7,8,4,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,1,3,2,2,3,1,18128.0,0,49,0.885,0.0,1,0,4,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,2,1,3,3,4,10642.0,1715,74,0.762,0.161,7,3,8,7,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,0,0,1,5,1,4,2230.0,0,63,0.909,0.0,2,0,6,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,1,3,6,2,0,6946.0,0,88,0.725,0.0,6,0,11,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,2,0,5,2,4,9716.0,874,91,0.655,0.09,7,7,11,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,1,6,3,1,4377.0,1500,62,0.938,0.343,4,3,6,8,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1,0,2,2,3,3,3,2516.0,0,51,0.545,0.0,2,0,4,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,1,2,2,4,2,4,34516.0,0,87,0.706,0.0,5,0,11,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,3,2,6,3,4,1844.0,0,82,0.608,0.0,2,0,11,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,3,0,4,3,2,13233.0,1106,47,0.621,0.084,1,8,3,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,4,1,5,2,2,34516.0,1433,57,0.676,0.042,5,2,5,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,2,1,3,3,4,1593.0,0,76,0.652,0.0,2,0,9,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0,1,1,4,2,3,8589.0,685,63,0.909,0.08,6,7,6,8,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,3,2,1,3,4,1714.0,0,46,0.533,0.0,2,0,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,3,3,6,1,2,1438.3,845,67,0.763,0.587,0,7,7,7,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,4,1,6,2,2,2433.0,1948,69,0.643,0.801,2,4,7,5,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,4,1,5,2,4,21148.0,1746,69,0.769,0.083,1,3,7,7,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,3,3,3,7487.0,1953,63,0.658,0.261,6,4,6,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,4,0,1,3,3,5798.0,2517,43,0.433,0.434,6,6,3,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,3,2,6,3,2,34516.0,1757,81,0.653,0.051,5,3,10,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,0,1,6,2,2,7608.0,2373,81,0.62,0.312,6,5,10,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,4,1,3,3,4,2184.0,0,42,0.556,0.0,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,2,3,3,2,2189.0,1833,72,0.846,0.837,2,4,8,7,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,2,2,5,2,4,3495.0,0,41,0.464,0.0,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,3,1,2,2,3,8018.0,134,38,0.31,0.017,6,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,3,1,3,3,4,20543.0,0,42,0.615,0.0,1,0,3,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,0,2,6,2,2,18819.0,0,87,0.977,0.0,1,0,11,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,3,1,6,2,4,17811.0,643,79,0.646,0.036,1,7,10,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,1,2,2,6,2,0,14418.0,0,68,0.7,0.0,1,0,7,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,4,2,5,3,4,3936.0,2024,66,0.692,0.514,4,5,7,6,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,3,0,6,3,2,5738.0,0,73,0.622,0.0,6,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,2,5,1,2,34516.0,0,67,1.094,0.0,5,0,7,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,0,1,4,3,4,1513.0,725,72,0.714,0.479,2,7,8,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,3,3,3,4,4,18075.0,0,30,0.5,0.0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,4,1,6,1,2,5989.0,0,78,0.857,0.0,6,0,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,3,2,3,2,2,2490.0,1623,60,0.622,0.652,2,3,5,4,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,4,2,4,2,2,2659.0,0,81,0.884,0.0,2,0,10,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,1,0,2,2,4,4,34516.0,2297,43,0.536,0.067,5,5,3,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,2,1,4,2,0,13490.0,1672,75,0.415,0.124,1,3,8,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,2,6,4,3,1664.0,798,66,0.535,0.48,2,7,7,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,3,1,6,3,3,7753.0,1643,65,0.806,0.212,6,3,7,7,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,3,2,4,2,3,2909.0,2085,80,0.86,0.717,4,5,10,8,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,3,0,6,3,4,34516.0,1384,69,0.605,0.04,5,2,7,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2,2,3,1,3,3476.0,1560,58,0.871,0.449,4,3,5,8,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,1,2,2,6,2,2,16026.0,1160,59,0.639,0.072,1,1,5,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,0,4,3,2,2705.0,1334,67,0.675,0.493,2,2,7,6,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,3,1,5,3,2,2884.0,1144,90,0.698,0.397,4,1,11,6,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
